group,location,effect_music_1_ovr,effect_music_1_mus,effect_music_1_tot,effect_music_2_ovr,effect_music_2_mus,effect_music_2_tot,effect_music_total,effect_visual_1_ovr,effect_visual_1_vis,effect_visual_1_tot,effect_visual_2_ovr,effect_visual_2_vis,effect_visual_2_tot,effect_visual_total,music_1_comp,music_1_perf,music_1_tot,music_2_comp,music_2_perf,music_2_tot,music_total,visual_1_comp,visual_1_perf,visual_1_tot,visual_2_comp,visual_2_perf,visual_2_tot,visual_total,sub_total,penalties,total,effect_music_1_judge,effect_music_2_judge,effect_visual_1_judge,effect_visual_2_judge,music_1_judge,music_2_judge,visual_1_judge,visual_2_judge,class,date
Trilogy Independent,"Greenville, SC",1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,1.0,S. Koter,,M. Stevens,,J. Ausdemore,,R. Hardin,,Percussion Independent A,2025-03-15
South Forsyth HS,"Cumming, GA",2.0,1.0,2.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,4.0,3.0,3.0,,,,,2.0,,1.0,R. Hammond,,J. Hunt,,M. Leitzke,,S. Adamo,,Percussion Scholastic Open,2025-03-15
Hialeah Gardens HS,"Hialeah Gardens, FL",1.0,3.0,1.0,,,,,2.0,2.0,2.0,,,,,2.0,3.0,3.0,,,,,1.0,1.0,1.0,,,,,1.0,,2.0,R. Hammond,,J. Hunt,,M. Leitzke,,S. Adamo,,Percussion Scholastic Open,2025-03-15
Sprayberry HS,"Marietta, GA",5.0,5.0,5.0,,,,,3.0,3.0,3.0,,,,,4.0,2.0,2.0,,,,,2.0,2.0,2.0,,,,,3.0,,3.0,R. Hammond,,J. Hunt,,M. Leitzke,,S. Adamo,,Percussion Scholastic Open,2025-03-15
North Forsyth HS,"Cumming, GA",3.0,4.0,4.0,,,,,4.0,4.0,4.0,,,,,3.0,4.0,4.0,,,,,3.0,4.0,4.0,,,,,4.0,,4.0,R. Hammond,,J. Hunt,,M. Leitzke,,S. Adamo,,Percussion Scholastic Open,2025-03-15
Lowndes HS,"Valdosta, GA",4.0,2.0,3.0,,,,,5.0,5.0,5.0,,,,,5.0,5.0,5.0,,,,,5.0,5.0,5.0,,,,,5.0,,5.0,R. Hammond,,J. Hunt,,M. Leitzke,,S. Adamo,,Percussion Scholastic Open,2025-03-15
Civitas Independent,"Rock Hill, SC",1.0,1.0,1.0,,,,,1.0,2.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,1.0,R. Hammond,,J. Hunt,,M. Leitzke,,S. Adamo,,Percussion Independent Open,2025-03-15
Q2,"Atlanta, GA",2.0,2.0,2.0,,,,,3.0,1.0,2.0,,,,,2.0,2.0,2.0,,,,,2.0,2.0,2.0,,,,,2.0,,2.0,R. Hammond,,J. Hunt,,M. Leitzke,,S. Adamo,,Percussion Independent Open,2025-03-15
Paradigm Percussion,"Iron Station, NC",4.0,3.0,3.0,,,,,2.0,3.0,3.0,,,,,4.0,3.0,3.0,,,,,3.0,4.0,4.0,,,,,3.0,,3.0,R. Hammond,,J. Hunt,,M. Leitzke,,S. Adamo,,Percussion Independent Open,2025-03-15
Infinity 3,"Orlando, FL",3.0,4.0,4.0,,,,,4.0,4.0,4.0,,,,,3.0,4.0,4.0,,,,,4.0,3.0,3.0,,,,,4.0,,4.0,R. Hammond,,J. Hunt,,M. Leitzke,,S. Adamo,,Percussion Independent Open,2025-03-15
Dorman HS,"Roebuck, SC",1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,2.0,3.0,3.0,,,,,1.0,1.0,1.0,,,,,1.0,,1.0,S. Koter,,M. Stevens,,J. Ausdemore,,R. Hardin,,Percussion Scholastic World,2025-03-15
Forsyth Central HS,"Cumming, GA",2.0,2.0,2.0,,,,,2.0,2.0,2.0,,,,,1.0,2.0,1.0,,,,,2.0,2.0,2.0,,,,,2.0,,2.0,S. Koter,,M. Stevens,,J. Ausdemore,,R. Hardin,,Percussion Scholastic World,2025-03-15
North Gwinnett HS,"Suwanee, GA",4.0,4.0,4.0,,,,,4.0,4.0,4.0,,,,,3.0,1.0,2.0,,,,,4.0,3.0,3.0,,,,,3.0,,3.0,S. Koter,,M. Stevens,,J. Ausdemore,,R. Hardin,,Percussion Scholastic World,2025-03-15
Milton HS,"Milton, GA",3.0,3.0,3.0,,,,,3.0,3.0,3.0,,,,,4.0,4.0,4.0,,,,,3.0,4.0,4.0,,,,,4.0,,4.0,S. Koter,,M. Stevens,,J. Ausdemore,,R. Hardin,,Percussion Scholastic World,2025-03-15
Music City Mystique,"Nashville, TN",1.0,1.0,1.0,,,,,2.0,1.0,2.0,,,,,1.0,1.0,1.0,,,,,2.0,1.0,1.0,,,,,1.0,,1.0,S. Koter,,M. Stevens,,J. Ausdemore,,R. Hardin,,Percussion Independent World,2025-03-15
Infinity,"Orlando, FL",2.0,3.0,2.0,,,,,1.0,2.0,1.0,,,,,2.0,2.0,2.0,,,,,1.0,2.0,2.0,,,,,2.0,,2.0,S. Koter,,M. Stevens,,J. Ausdemore,,R. Hardin,,Percussion Independent World,2025-03-15
Atlanta Quest,"Atlanta, GA",3.0,2.0,3.0,,,,,5.0,3.0,4.0,,,,,4.0,3.0,3.0,,,,,3.0,4.0,3.0,,,,,3.0,,3.0,S. Koter,,M. Stevens,,J. Ausdemore,,R. Hardin,,Percussion Independent World,2025-03-15
Audio Theater,"Nashville, TN",5.0,5.0,5.0,,,,,4.0,5.0,5.0,,,,,3.0,4.0,4.0,,,,,4.0,3.0,4.0,,,,,4.0,,4.0,S. Koter,,M. Stevens,,J. Ausdemore,,R. Hardin,,Percussion Independent World,2025-03-15
Infinity 2,"Orlando, FL",4.0,4.0,4.0,,,,,3.0,4.0,3.0,,,,,5.0,5.0,5.0,,,,,5.0,5.0,5.0,,,,,5.0,,5.0,S. Koter,,M. Stevens,,J. Ausdemore,,R. Hardin,,Percussion Independent World,2025-03-15
Rex Putnam Combined Schools,"Milwaukie, OR",3.0,1.0,2.0,,,,,2.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,2.0,3.0,3.0,,,,,1.0,,1.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic A,2025-03-15
Glencoe Combined Schools,"Hillsboro, OR",1.0,2.0,1.0,,,,,1.0,2.0,2.0,,,,,2.0,2.0,2.0,,,,,3.0,2.0,2.0,,,,,2.0,,2.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic A,2025-03-15
South Albany HS,"Albany, OR",4.0,4.0,4.0,,,,,4.0,3.0,4.0,,,,,3.0,3.0,3.0,,,,,1.0,1.0,1.0,,,,,3.0,,3.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic A,2025-03-15
Southridge HS,"Beaverton, OR",2.0,3.0,3.0,,,,,3.0,4.0,3.0,,,,,5.0,4.0,4.0,,,,,4.0,5.0,4.0,,,,,4.0,,4.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic A,2025-03-15
Crater HS,"Central Point, OR",7.0,6.0,7.0,,,,,6.0,6.0,6.0,,,,,7.0,6.0,6.0,,,,,6.0,7.0,6.0,,,,,6.0,,5.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic A,2025-03-15
Liberty HS (OR),"Hillsboro, OR",5.0,7.0,6.0,,,,,7.0,7.0,7.0,,,,,6.0,7.0,7.0,,,,,7.0,6.0,7.0,,,,,7.0,,6.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic A,2025-03-15
Beaverton HS,"Beaverton, OR",6.0,5.0,5.0,,,,,5.0,5.0,5.0,,,,,8.0,8.0,8.0,,,,,5.0,4.0,5.0,,,,,5.0,,7.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic A,2025-03-15
Skyview HS,"Vancouver, WA",8.0,8.0,8.0,,,,,8.0,8.0,8.0,,,,,4.0,5.0,5.0,,,,,8.0,8.0,8.0,,,,,8.0,,8.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic A,2025-03-15
Central Valley Combined Schools,"Spokane Valley, WA",9.0,9.0,9.0,,,,,9.0,9.0,9.0,,,,,9.0,9.0,9.0,,,,,9.0,9.0,9.0,,,,,9.0,,9.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic A,2025-03-15
Kamiak HS,"Mukilteo, WA",1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,3.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,1.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic Open,2025-03-15
Ridgeline HS,"Liberty Lake, WA",2.0,2.0,2.0,,,,,2.0,2.0,2.0,,,,,1.0,2.0,2.0,,,,,2.0,2.0,2.0,,,,,2.0,,2.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic Open,2025-03-15
Century HS,"Hillsboro, OR",3.0,3.0,3.0,,,,,3.0,3.0,3.0,,,,,2.0,3.0,3.0,,,,,3.0,3.0,3.0,,,,,3.0,,3.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic Open,2025-03-15
IMPACT Percussion,"Kennewick, WA",1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,1.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Independent World,2025-03-15
Glencoe Combined Schools,"Hillsboro, OR",1.0,1.0,1.0,,,,,1.0,2.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,1.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic A,2025-03-15
Rex Putnam Combined Schools,"Milwaukie, OR",2.0,2.0,2.0,,,,,2.0,1.0,2.0,,,,,2.0,2.0,2.0,,,,,3.0,3.0,3.0,,,,,2.0,,2.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic A,2025-03-15
South Albany HS,"Albany, OR",4.0,4.0,4.0,,,,,3.0,3.0,3.0,,,,,4.0,3.0,3.0,,,,,2.0,2.0,2.0,,,,,3.0,,3.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic A,2025-03-15
Central Valley Combined Schools,"Spokane Valley, WA",5.0,5.0,5.0,,,,,6.0,6.0,6.0,,,,,5.0,5.0,5.0,,,,,6.0,7.0,7.0,,,,,5.0,,4.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic A,2025-03-15
Beaverton HS,"Beaverton, OR",6.0,6.0,6.0,,,,,5.0,5.0,5.0,,,,,9.0,7.0,7.0,,,,,5.0,4.0,5.0,,,,,6.0,,5.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic A,2025-03-15
Southridge HS,"Beaverton, OR",2.0,3.0,3.0,,,,,4.0,4.0,4.0,,,,,3.0,4.0,3.0,,,,,4.0,5.0,4.0,,,,,4.0,,6.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic A,2025-03-15
Liberty HS (OR),"Hillsboro, OR",7.0,7.0,7.0,,,,,8.0,8.0,8.0,,,,,8.0,8.0,8.0,,,,,7.0,6.0,6.0,,,,,7.0,,7.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic A,2025-03-15
Crater HS,"Central Point, OR",8.0,8.0,8.0,,,,,7.0,7.0,7.0,,,,,7.0,6.0,6.0,,,,,8.0,8.0,8.0,,,,,8.0,,8.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic A,2025-03-15
Skyview HS,"Vancouver, WA",9.0,9.0,9.0,,,,,9.0,9.0,9.0,,,,,6.0,9.0,9.0,,,,,9.0,9.0,9.0,,,,,9.0,,9.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic A,2025-03-15
Kamiak HS,"Mukilteo, WA",2.0,2.0,2.0,,,,,1.0,1.0,1.0,,,,,2.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,1.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic Open,2025-03-15
Ridgeline HS,"Liberty Lake, WA",1.0,1.0,1.0,,,,,2.0,2.0,2.0,,,,,1.0,2.0,2.0,,,,,2.0,2.0,2.0,,,,,2.0,,2.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic Open,2025-03-15
Century HS,"Hillsboro, OR",3.0,3.0,3.0,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,,,,,3.0,,3.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Scholastic Open,2025-03-15
IMPACT Percussion,"Kennewick, WA",1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,1.0,E. Argenziano,,J. Yoo,,L. Teel,,J. McArthur,,Percussion Independent World,2025-03-15
Kings HS,"Kings Mills, OH",1.0,2.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,2.0,2.0,,,,,1.0,2.0,2.0,,,,,1.0,,1.0,K. Stafford,,F. Miller,,J. Prosperie,,A. Greene,,Percussion Scholastic A,2025-03-15
Central Crossing HS,"Grove City, OH",3.0,3.0,3.0,,,,,2.0,2.0,2.0,,,,,2.0,1.0,1.0,,,,,5.0,5.0,5.0,,,,,2.0,,2.0,K. Stafford,,F. Miller,,J. Prosperie,,A. Greene,,Percussion Scholastic A,2025-03-15
Sycamore HS,"Cincinnati, OH",2.0,1.0,2.0,,,,,4.0,5.0,5.0,,,,,3.0,3.0,3.0,,,,,3.0,3.0,3.0,,,,,3.0,,3.0,K. Stafford,,F. Miller,,J. Prosperie,,A. Greene,,Percussion Scholastic A,2025-03-15
Troy HS,"Troy, OH",5.0,4.0,4.0,,,,,3.0,3.0,3.0,,,,,6.0,7.0,7.0,,,,,2.0,1.0,1.0,,,,,4.0,,4.0,K. Stafford,,F. Miller,,J. Prosperie,,A. Greene,,Percussion Scholastic A,2025-03-15
Francis Howell Combined Schools,"St. Charles, MO",6.0,6.0,6.0,,,,,5.0,4.0,4.0,,,,,7.0,6.0,6.0,,,,,6.0,6.0,6.0,,,,,5.0,,5.0,K. Stafford,,F. Miller,,J. Prosperie,,A. Greene,,Percussion Scholastic A,2025-03-15
Bellbrook HS,"Bellbrook, OH",7.0,8.0,7.0,,,,,6.0,6.0,6.0,,,,,4.0,5.0,4.0,,,,,4.0,4.0,4.0,,,,,6.0,,6.0,K. Stafford,,F. Miller,,J. Prosperie,,A. Greene,,Percussion Scholastic A,2025-03-15
North Allegheny HS,"Wexford, PA",4.0,5.0,5.0,,,,,7.0,7.0,7.0,,,,,8.0,8.0,8.0,,,,,7.0,8.0,7.0,,,,,7.0,,7.0,K. Stafford,,F. Miller,,J. Prosperie,,A. Greene,,Percussion Scholastic A,2025-03-15
Springboro HS,"Springboro, OH",8.0,7.0,8.0,,,,,8.0,8.0,8.0,,,,,5.0,4.0,5.0,,,,,8.0,7.0,8.0,,,,,8.0,,8.0,K. Stafford,,F. Miller,,J. Prosperie,,A. Greene,,Percussion Scholastic A,2025-03-15
Columbus Saints Indoor Percussion Ensemble,"Columbus, OH",1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,,1.0,K. Stafford,,F. Miller,,J. Prosperie,,A. Greene,,Percussion Independent A,2025-03-15
Fremont HS (CA),"Sunnyvale, CA",1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,,,,,3.0,3.0,3.0,,,,,1.0,,1.0,C. Walker,,J. Dwyer,,B. Mason,,B. Mascaro,,Percussion Scholastic A,2025-03-15
Central Valley HS,"Ceres, CA",2.0,3.0,2.0,,,,,2.0,2.0,2.0,,,,,2.0,2.0,2.0,,,,,1.0,1.0,1.0,,,,,2.0,,2.0,C. Walker,,J. Dwyer,,B. Mason,,B. Mascaro,,Percussion Scholastic A,2025-03-15
Benicia HS,"Benicia, CA",4.0,4.0,4.0,,,,,4.0,4.0,4.0,,,,,3.0,3.0,3.0,,,,,4.0,4.0,4.0,,,,,4.0,,3.0,C. Walker,,J. Dwyer,,B. Mason,,B. Mascaro,,Percussion Scholastic A,2025-03-15
Los Gatos HS,"Los Gatos, CA",3.0,2.0,3.0,,,,,3.0,3.0,3.0,,,,,4.0,4.0,4.0,,,,,2.0,2.0,2.0,,,,,3.0,,4.0,C. Walker,,J. Dwyer,,B. Mason,,B. Mascaro,,Percussion Scholastic A,2025-03-15
Benicia MS,"Benicia, CA",5.0,5.0,5.0,,,,,5.0,5.0,5.0,,,,,5.0,5.0,5.0,,,,,5.0,5.0,5.0,,,,,5.0,,5.0,C. Walker,,J. Dwyer,,B. Mason,,B. Mascaro,,Percussion Scholastic A,2025-03-15
